date,start_hour,venue_id,event_type,title,tags
2020-12-16,19,msg,NBA,CLE @ NYK,"sports,nba"
2020-12-18,19,msg,NBA,CLE @ NYK,"sports,nba"
2020-12-20,20,metlife,NFL,CLE @ NYG,"sports,nfl"
2020-12-22,19,barclays,NBA,GSW @ BKN,"sports,nba"
2020-12-26,19,msg,NBA,PHI @ NYK,"sports,nba"
2020-12-27,13,metlife,NFL,CLE @ NYJ,"sports,nfl"
2020-12-27,19,msg,NBA,MIL @ NYK,"sports,nba"
2020-12-28,19,barclays,NBA,MEM @ BKN,"sports,nba"
2020-12-30,19,barclays,NBA,ATL @ BKN,"sports,nba"
2020-12-31,18,times_sq,StreetClosure,Times Square NYE 2020,"street_closure,nye,times_square"
2021-01-01,19,barclays,NBA,ATL @ BKN,"sports,nba"
2021-01-03,19,barclays,NBA,WAS @ BKN,"sports,nba"
2021-01-03,13,metlife,NFL,DAL @ NYG,"sports,nfl"
2021-01-05,19,barclays,NBA,UTA @ BKN,"sports,nba"
2021-01-06,19,msg,NBA,UTA @ NYK,"sports,nba"
2021-01-07,19,barclays,NBA,PHI @ BKN,"sports,nba"
2021-01-08,19,msg,NBA,OKC @ NYK,"sports,nba"
2021-01-10,19,barclays,NBA,OKC @ BKN,"sports,nba"
2021-01-10,19,msg,NBA,DEN @ NYK,"sports,nba"
2021-01-12,19,barclays,NBA,DEN @ BKN,"sports,nba"
2021-01-13,19,msg,NBA,BKN @ NYK,"sports,nba"
2021-01-16,19,barclays,NBA,ORL @ BKN,"sports,nba"
2021-01-18,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-01-18,19,msg,NBA,ORL @ NYK,"sports,nba"
2021-01-23,19,barclays,NBA,MIA @ BKN,"sports,nba"
2021-01-25,19,barclays,NBA,MIA @ BKN,"sports,nba"
2021-01-29,19,msg,NBA,CLE @ NYK,"sports,nba"
2021-01-31,19,msg,NBA,LAC @ NYK,"sports,nba"
2021-02-02,19,barclays,NBA,LAC @ BKN,"sports,nba"
2021-02-05,19,barclays,NBA,TOR @ BKN,"sports,nba"
2021-02-06,19,msg,NBA,POR @ NYK,"sports,nba"
2021-02-07,19,msg,NBA,MIA @ NYK,"sports,nba"
2021-02-10,19,barclays,NBA,IND @ BKN,"sports,nba"
2021-02-13,19,msg,NBA,HOU @ NYK,"sports,nba"
2021-02-15,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-02-21,19,msg,NBA,MIN @ NYK,"sports,nba"
2021-02-23,19,barclays,NBA,SAC @ BKN,"sports,nba"
2021-02-23,19,msg,NBA,GSW @ NYK,"sports,nba"
2021-02-25,19,barclays,NBA,ORL @ BKN,"sports,nba"
2021-02-25,19,msg,NBA,SAC @ NYK,"sports,nba"
2021-02-27,19,barclays,NBA,DAL @ BKN,"sports,nba"
2021-02-27,19,msg,NBA,IND @ NYK,"sports,nba"
2021-03-04,19,msg,NBA,DET @ NYK,"sports,nba"
2021-03-11,19,barclays,NBA,BOS @ BKN,"sports,nba"
2021-03-13,19,barclays,NBA,DET @ BKN,"sports,nba"
2021-03-15,19,barclays,NBA,NYK @ BKN,"sports,nba"
2021-03-17,11,st_patricks,StreetClosure,NYC St. Patrick's Day Parade 2021,"street_closure,parade,st_patricks"
2021-03-18,19,msg,NBA,ORL @ NYK,"sports,nba"
2021-03-21,19,barclays,NBA,WAS @ BKN,"sports,nba"
2021-03-21,19,msg,NBA,PHI @ NYK,"sports,nba"
2021-03-23,19,msg,NBA,WAS @ NYK,"sports,nba"
2021-03-25,19,msg,NBA,WAS @ NYK,"sports,nba"
2021-03-29,19,barclays,NBA,MIN @ BKN,"sports,nba"
2021-03-29,19,msg,NBA,MIA @ NYK,"sports,nba"
2021-03-31,19,barclays,NBA,HOU @ BKN,"sports,nba"
2021-04-01,19,barclays,NBA,CHA @ BKN,"sports,nba"
2021-04-01,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-04-02,19,msg,NBA,DAL @ NYK,"sports,nba"
2021-04-03,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-04-04,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-04-05,19,barclays,NBA,NYK @ BKN,"sports,nba"
2021-04-05,18,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-04-06,18,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-04-07,19,barclays,NBA,NOP @ BKN,"sports,nba"
2021-04-07,18,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-04-08,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-04-09,19,msg,NBA,MEM @ NYK,"sports,nba"
2021-04-10,19,barclays,NBA,LAL @ BKN,"sports,nba"
2021-04-10,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-04-11,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-04-11,19,msg,NBA,TOR @ NYK,"sports,nba"
2021-04-12,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-04-12,19,msg,NBA,LAL @ NYK,"sports,nba"
2021-04-13,16,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-04-14,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-04-15,12,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-04-16,19,barclays,NBA,CHA @ BKN,"sports,nba"
2021-04-16,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-04-17,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-04-18,19,msg,NBA,NOP @ NYK,"sports,nba"
2021-04-18,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-04-20,19,msg,NBA,CHA @ NYK,"sports,nba"
2021-04-20,18,yankee,MLB,Atlanta Braves @ New York Yankees,"sports,mlb"
2021-04-21,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-04-21,18,yankee,MLB,Atlanta Braves @ New York Yankees,"sports,mlb"
2021-04-23,19,barclays,NBA,BOS @ BKN,"sports,nba"
2021-04-23,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-04-24,16,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-04-24,19,msg,NBA,TOR @ NYK,"sports,nba"
2021-04-25,19,barclays,NBA,PHX @ BKN,"sports,nba"
2021-04-25,13,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-04-26,19,msg,NBA,PHX @ NYK,"sports,nba"
2021-04-27,19,citi,MLB,Boston Red Sox @ New York Mets,"sports,mlb"
2021-04-28,18,citi,MLB,Boston Red Sox @ New York Mets,"sports,mlb"
2021-04-28,19,msg,NBA,CHI @ NYK,"sports,nba"
2021-04-30,19,barclays,NBA,POR @ BKN,"sports,nba"
2021-04-30,19,yankee,MLB,Detroit Tigers @ New York Yankees,"sports,mlb"
2021-05-01,13,yankee,MLB,Detroit Tigers @ New York Yankees,"sports,mlb"
2021-05-02,13,yankee,MLB,Detroit Tigers @ New York Yankees,"sports,mlb"
2021-05-04,19,yankee,MLB,Houston Astros @ New York Yankees,"sports,mlb"
2021-05-05,19,yankee,MLB,Houston Astros @ New York Yankees,"sports,mlb"
2021-05-06,13,yankee,MLB,Houston Astros @ New York Yankees,"sports,mlb"
2021-05-07,19,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2021-05-07,19,yankee,MLB,Washington Nationals @ New York Yankees,"sports,mlb"
2021-05-08,19,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2021-05-08,13,yankee,MLB,Washington Nationals @ New York Yankees,"sports,mlb"
2021-05-09,13,citi,MLB,Arizona Diamondbacks @ New York Mets,"sports,mlb"
2021-05-09,13,yankee,MLB,Washington Nationals @ New York Yankees,"sports,mlb"
2021-05-11,19,citi,MLB,Baltimore Orioles @ New York Mets,"sports,mlb"
2021-05-12,19,barclays,NBA,SAS @ BKN,"sports,nba"
2021-05-12,12,citi,MLB,Baltimore Orioles @ New York Mets,"sports,mlb"
2021-05-13,19,msg,NBA,SAS @ NYK,"sports,nba"
2021-05-15,19,barclays,NBA,CHI @ BKN,"sports,nba"
2021-05-15,19,msg,NBA,CHA @ NYK,"sports,nba"
2021-05-16,19,barclays,NBA,CLE @ BKN,"sports,nba"
2021-05-16,19,msg,NBA,BOS @ NYK,"sports,nba"
2021-05-21,19,yankee,MLB,Chicago White Sox @ New York Yankees,"sports,mlb"
2021-05-22,19,barclays,NBA,BOS @ BKN,"sports,nba"
2021-05-22,13,yankee,MLB,Chicago White Sox @ New York Yankees,"sports,mlb"
2021-05-23,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-05-23,13,yankee,MLB,Chicago White Sox @ New York Yankees,"sports,mlb"
2021-05-24,19,citi,MLB,Colorado Rockies @ New York Mets,"sports,mlb"
2021-05-25,19,barclays,NBA,BOS @ BKN,"sports,nba"
2021-05-25,19,citi,MLB,Colorado Rockies @ New York Mets,"sports,mlb"
2021-05-25,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-05-26,19,citi,MLB,Colorado Rockies @ New York Mets,"sports,mlb"
2021-05-26,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-05-26,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-05-27,12,citi,MLB,Colorado Rockies @ New York Mets,"sports,mlb"
2021-05-27,16,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-05-28,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-05-29,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-05-30,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-05-31,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-06-01,19,barclays,NBA,BOS @ BKN,"sports,nba"
2021-06-01,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-06-02,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-06-02,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-06-03,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-06-04,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-06-05,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-06-05,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-06-06,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-06-07,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-06-11,19,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2021-06-12,16,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2021-06-13,13,citi,MLB,San Diego Padres @ New York Mets,"sports,mlb"
2021-06-14,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2021-06-15,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-06-15,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2021-06-16,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2021-06-17,19,citi,MLB,Chicago Cubs @ New York Mets,"sports,mlb"
2021-06-18,19,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2021-06-19,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-06-19,13,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2021-06-20,13,yankee,MLB,Oakland Athletics @ New York Yankees,"sports,mlb"
2021-06-21,17,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-06-22,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-06-22,19,yankee,MLB,Kansas City Royals @ New York Yankees,"sports,mlb"
2021-06-23,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-06-23,19,yankee,MLB,Kansas City Royals @ New York Yankees,"sports,mlb"
2021-06-24,13,yankee,MLB,Kansas City Royals @ New York Yankees,"sports,mlb"
2021-06-25,16,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-06-26,16,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-06-27,13,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-06-27,12,times_sq,StreetClosure,NYC Pride March 2021,"street_closure,parade,pride"
2021-06-28,19,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2021-06-29,19,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2021-06-30,19,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2021-07-01,13,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2021-07-02,19,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2021-07-03,13,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2021-07-04,14,yankee,MLB,New York Mets @ New York Yankees,"sports,mlb"
2021-07-05,19,citi,MLB,Milwaukee Brewers @ New York Mets,"sports,mlb"
2021-07-06,19,citi,MLB,Milwaukee Brewers @ New York Mets,"sports,mlb"
2021-07-07,14,citi,MLB,Milwaukee Brewers @ New York Mets,"sports,mlb"
2021-07-08,19,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2021-07-09,19,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2021-07-10,16,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2021-07-11,13,citi,MLB,Pittsburgh Pirates @ New York Mets,"sports,mlb"
2021-07-15,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-07-16,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-07-17,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-07-18,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-07-20,19,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2021-07-21,19,yankee,MLB,Philadelphia Phillies @ New York Yankees,"sports,mlb"
2021-07-23,19,citi,MLB,Toronto Blue Jays @ New York Mets,"sports,mlb"
2021-07-24,19,citi,MLB,Toronto Blue Jays @ New York Mets,"sports,mlb"
2021-07-25,13,citi,MLB,Toronto Blue Jays @ New York Mets,"sports,mlb"
2021-07-26,17,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-07-27,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-07-28,19,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-07-29,12,citi,MLB,Atlanta Braves @ New York Mets,"sports,mlb"
2021-07-30,19,citi,MLB,Cincinnati Reds @ New York Mets,"sports,mlb"
2021-07-31,19,citi,MLB,Cincinnati Reds @ New York Mets,"sports,mlb"
2021-08-01,13,citi,MLB,Cincinnati Reds @ New York Mets,"sports,mlb"
2021-08-02,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-08-03,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-08-04,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-08-05,19,yankee,MLB,Seattle Mariners @ New York Yankees,"sports,mlb"
2021-08-06,19,yankee,MLB,Seattle Mariners @ New York Yankees,"sports,mlb"
2021-08-07,13,yankee,MLB,Seattle Mariners @ New York Yankees,"sports,mlb"
2021-08-08,13,yankee,MLB,Seattle Mariners @ New York Yankees,"sports,mlb"
2021-08-10,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-11,16,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-12,12,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-13,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2021-08-14,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2021-08-15,19,citi,MLB,Los Angeles Dodgers @ New York Mets,"sports,mlb"
2021-08-16,19,yankee,MLB,Los Angeles Angels @ New York Yankees,"sports,mlb"
2021-08-17,13,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-08-18,19,yankee,MLB,Boston Red Sox @ New York Yankees,"sports,mlb"
2021-08-19,19,yankee,MLB,Minnesota Twins @ New York Yankees,"sports,mlb"
2021-08-20,19,yankee,MLB,Minnesota Twins @ New York Yankees,"sports,mlb"
2021-08-21,13,yankee,MLB,Minnesota Twins @ New York Yankees,"sports,mlb"
2021-08-22,13,yankee,MLB,Minnesota Twins @ New York Yankees,"sports,mlb"
2021-08-24,19,citi,MLB,San Francisco Giants @ New York Mets,"sports,mlb"
2021-08-25,19,citi,MLB,San Francisco Giants @ New York Mets,"sports,mlb"
2021-08-26,19,citi,MLB,San Francisco Giants @ New York Mets,"sports,mlb"
2021-08-27,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-28,19,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-28,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-08-29,13,citi,MLB,Washington Nationals @ New York Mets,"sports,mlb"
2021-08-29,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-08-30,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-08-31,13,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-08-31,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-01,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-09-01,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-02,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-09-02,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-03,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-03,19,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-09-04,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-04,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-09-05,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-05,13,yankee,MLB,Baltimore Orioles @ New York Yankees,"sports,mlb"
2021-09-06,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-06,13,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-09-07,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-07,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-09-08,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-08,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-09-09,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-09,19,yankee,MLB,Toronto Blue Jays @ New York Yankees,"sports,mlb"
2021-09-10,19,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2021-09-10,20,msg,Concert,The Weeknd After Hours Tour,"concerts,pop"
2021-09-10,11,us_open,Tennis,US Open 2021,"sports,tennis"
2021-09-11,19,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2021-09-12,20,citi,MLB,New York Yankees @ New York Mets,"sports,mlb"
2021-09-12,16,metlife,NFL,DEN @ NYG,"sports,nfl"
2021-09-13,19,citi,MLB,St. Louis Cardinals @ New York Mets,"sports,mlb"
2021-09-13,14,yankee,MLB,Minnesota Twins @ New York Yankees,"sports,mlb"
2021-09-14,19,citi,MLB,St. Louis Cardinals @ New York Mets,"sports,mlb"
2021-09-15,19,citi,MLB,St. Louis Cardinals @ New York Mets,"sports,mlb"
2021-09-17,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-09-17,19,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2021-09-18,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-09-18,13,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2021-09-19,19,citi,MLB,Philadelphia Phillies @ New York Mets,"sports,mlb"
2021-09-19,13,metlife,NFL,NE @ NYJ,"sports,nfl"
2021-09-19,13,yankee,MLB,Cleveland Indians @ New York Yankees,"sports,mlb"
2021-09-20,19,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2021-09-21,19,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2021-09-22,19,yankee,MLB,Texas Rangers @ New York Yankees,"sports,mlb"
2021-09-26,13,metlife,NFL,ATL @ NYG,"sports,nfl"
2021-09-28,16,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-09-29,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-09-30,19,citi,MLB,Miami Marlins @ New York Mets,"sports,mlb"
2021-10-01,19,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-10-02,13,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-10-03,13,metlife,NFL,TEN @ NYJ,"sports,nfl"
2021-10-03,15,yankee,MLB,Tampa Bay Rays @ New York Yankees,"sports,mlb"
2021-10-05,19,msg,NBA,IND @ NYK,"sports,nba"
2021-10-08,19,barclays,NBA,MIL @ BKN,"sports,nba"
2021-10-13,19,msg,NBA,DET @ NYK,"sports,nba"
2021-10-14,19,barclays,NBA,MIN @ BKN,"sports,nba"
2021-10-15,19,msg,NBA,WAS @ NYK,"sports,nba"
2021-10-17,13,metlife,NFL,LA @ NYG,"sports,nfl"
2021-10-20,19,msg,NBA,BOS @ NYK,"sports,nba"
2021-10-24,19,barclays,NBA,CHA @ BKN,"sports,nba"
2021-10-24,13,metlife,NFL,CAR @ NYG,"sports,nfl"
2021-10-24,19,msg,NBA,ORL @ NYK,"sports,nba"
2021-10-25,19,barclays,NBA,WAS @ BKN,"sports,nba"
2021-10-26,19,msg,NBA,PHI @ NYK,"sports,nba"
2021-10-27,19,barclays,NBA,MIA @ BKN,"sports,nba"
2021-10-29,19,barclays,NBA,IND @ BKN,"sports,nba"
2021-10-31,19,barclays,NBA,DET @ BKN,"sports,nba"
2021-10-31,13,metlife,NFL,CIN @ NYJ,"sports,nfl"
2021-11-01,19,msg,NBA,TOR @ NYK,"sports,nba"
2021-11-03,19,barclays,NBA,ATL @ BKN,"sports,nba"
2021-11-05,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2021-11-07,8,marathon,Marathon,NYC Marathon 2021,"sports,marathon,street_closure"
2021-11-07,13,metlife,NFL,LV @ NYG,"sports,nfl"
2021-11-07,19,msg,NBA,CLE @ NYK,"sports,nba"
2021-11-10,19,msg,NBA,MIL @ NYK,"sports,nba"
2021-11-14,13,metlife,NFL,BUF @ NYJ,"sports,nfl"
2021-11-15,19,msg,NBA,IND @ NYK,"sports,nba"
2021-11-16,19,barclays,NBA,GSW @ BKN,"sports,nba"
2021-11-17,19,barclays,NBA,CLE @ BKN,"sports,nba"
2021-11-17,19,msg,NBA,ORL @ NYK,"sports,nba"
2021-11-19,19,barclays,NBA,ORL @ BKN,"sports,nba"
2021-11-20,19,msg,NBA,HOU @ NYK,"sports,nba"
2021-11-21,13,metlife,NFL,MIA @ NYJ,"sports,nfl"
2021-11-23,19,msg,NBA,LAL @ NYK,"sports,nba"
2021-11-24,18,macys_parade,StreetClosure,Macy's Balloon Inflation 2021,"street_closure,parade,thanksgiving,inflation"
2021-11-25,9,macys_parade,StreetClosure,Macy's Thanksgiving Day Parade 2021,"street_closure,parade,thanksgiving"
2021-11-26,19,msg,NBA,PHX @ NYK,"sports,nba"
2021-11-27,19,barclays,NBA,PHX @ BKN,"sports,nba"
2021-11-28,13,metlife,NFL,PHI @ NYG,"sports,nfl"
2021-11-30,19,barclays,NBA,NYK @ BKN,"sports,nba"
2021-12-02,19,msg,NBA,CHI @ NYK,"sports,nba"
2021-12-03,19,barclays,NBA,MIN @ BKN,"sports,nba"
2021-12-04,19,barclays,NBA,CHI @ BKN,"sports,nba"
2021-12-04,19,msg,NBA,DEN @ NYK,"sports,nba"
2021-12-05,13,metlife,NFL,PHI @ NYJ,"sports,nfl"
2021-12-12,13,metlife,NFL,NO @ NYJ,"sports,nfl"
2021-12-12,19,msg,NBA,MIL @ NYK,"sports,nba"
2021-12-14,19,barclays,NBA,TOR @ BKN,"sports,nba"
2021-12-14,19,msg,NBA,GSW @ NYK,"sports,nba"
2021-12-16,19,barclays,NBA,PHI @ BKN,"sports,nba"
2021-12-18,19,barclays,NBA,ORL @ BKN,"sports,nba"
2021-12-19,13,metlife,NFL,DAL @ NYG,"sports,nfl"
2021-12-19,20,msg,Concert,Harry Styles Love On Tour,"concerts,pop"
2021-12-20,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2021-12-21,19,msg,NBA,DET @ NYK,"sports,nba"
2021-12-23,19,msg,NBA,WAS @ NYK,"sports,nba"
2021-12-25,19,msg,NBA,ATL @ NYK,"sports,nba"
2021-12-26,13,metlife,NFL,JAX @ NYJ,"sports,nfl"
2021-12-30,19,barclays,NBA,PHI @ BKN,"sports,nba"
2021-12-31,18,times_sq,StreetClosure,Times Square NYE 2021,"street_closure,nye,times_square"
2022-01-01,19,barclays,NBA,LAC @ BKN,"sports,nba"
2022-01-02,13,metlife,NFL,TB @ NYJ,"sports,nfl"
2022-01-03,19,barclays,NBA,MEM @ BKN,"sports,nba"
2022-01-04,19,msg,NBA,IND @ NYK,"sports,nba"
2022-01-06,19,msg,NBA,BOS @ NYK,"sports,nba"
2022-01-07,19,barclays,NBA,MIL @ BKN,"sports,nba"
2022-01-09,19,barclays,NBA,SAS @ BKN,"sports,nba"
2022-01-09,13,metlife,NFL,WAS @ NYG,"sports,nfl"
2022-01-10,19,msg,NBA,SAS @ NYK,"sports,nba"
2022-01-12,19,msg,NBA,DAL @ NYK,"sports,nba"
2022-01-13,19,barclays,NBA,OKC @ BKN,"sports,nba"
2022-01-15,19,barclays,NBA,NOP @ BKN,"sports,nba"
2022-01-17,19,msg,NBA,CHA @ NYK,"sports,nba"
2022-01-18,19,msg,NBA,MIN @ NYK,"sports,nba"
2022-01-20,19,msg,NBA,NOP @ NYK,"sports,nba"
2022-01-23,19,msg,NBA,LAC @ NYK,"sports,nba"
2022-01-25,19,barclays,NBA,LAL @ BKN,"sports,nba"
2022-01-26,19,barclays,NBA,DEN @ BKN,"sports,nba"
2022-01-31,19,msg,NBA,SAC @ NYK,"sports,nba"
2022-02-02,19,msg,NBA,MEM @ NYK,"sports,nba"
2022-02-08,19,barclays,NBA,BOS @ BKN,"sports,nba"
2022-02-12,20,msg,Concert,Billy Joel MSG residency,"concerts,rock,residency"
2022-02-14,19,barclays,NBA,SAC @ BKN,"sports,nba"
2022-02-14,19,msg,NBA,OKC @ NYK,"sports,nba"
2022-02-16,19,msg,NBA,BKN @ NYK,"sports,nba"
2022-02-17,19,barclays,NBA,WAS @ BKN,"sports,nba"
2022-02-24,19,barclays,NBA,BOS @ BKN,"sports,nba"
2022-02-25,19,msg,NBA,MIA @ NYK,"sports,nba"
2022-02-27,19,msg,NBA,PHI @ NYK,"sports,nba"
2022-02-28,19,barclays,NBA,TOR @ BKN,"sports,nba"
2022-03-03,19,barclays,NBA,MIA @ BKN,"sports,nba"
2022-03-13,19,barclays,NBA,NYK @ BKN,"sports,nba"
2022-03-16,19,barclays,NBA,DAL @ BKN,"sports,nba"
2022-03-16,19,msg,NBA,POR @ NYK,"sports,nba"
2022-03-17,11,st_patricks,StreetClosure,NYC St. Patrick's Day Parade 2022,"street_closure,parade,st_patricks"
2022-03-18,19,barclays,NBA,POR @ BKN,"sports,nba"
